questionnaire_id,subject_patient_id,encounter_id,author_practitioner_id,practitioner_location_id,practitioner_organization_id,practitioner_id,practitioner_careteam_id,application_version,qr_id,add_family_member,add_family_member_2,add_family_member_3,add_family_member_4,add_family_member_5,q_age,add_family_member_7,add_family_member_8,add_family_member_9,add_family_member_10,add_family_member_11,add_family_member_12,choice_gender_identity,choice_pronouns,you_medicaid,add_family_member_16,email_address,add_family_member_18,medicaid_number,other_best_represents,other_biological_sex,other_gender_identity,other_pronouns,other_you_first,phone_number,physical_address,you_first_learn,zip_code,anonymized_at
Questionnaire/221,7e999d45-2828-4490-ae01-ff29f63a2aac,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,39764c6b-3be9-465a-b0eb-7ef711ed89b2,,,Female,,Grief,31,31,,,8,31,1993-04-05,,,,IPC ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,ae28d541-e114-40df-8060-084134b17274,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,39e59a0a-a811-4edc-9495-b259f1505d6d,Date of Birth Unknown,,Male,36,,36,,,,,,,,,,Moon,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,71fac811-9169-4c41-a534-6cc1a4ba1a9d,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,3a84b627-747c-41e6-9dc9-5975eb96b933,Date of Birth Unknown,Thing,Non-binary,26,Miguel,26,,,,,,,,,,Sure,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,31b9e833-904c-40a9-9f74-44141230128f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,3a92bca3-8585-4979-8ce8-82c769f14552,Date of Birth Unknown,,Male,23,Divider 2,23,,648262,,,,,,,,Test,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,4736b8ad-61dc-402c-a1c5-58b8edfee648,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,3ba4fce1-3200-485d-8bc1-81cf36a6d399,Date of Birth Unknown,,Male,32,,32,,,,,,,,,,Test sep 4,,,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,7dcc7027-8b72-46ba-a9d1-c9457d72fad6,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,3be33d49-07f4-46db-a7c6-3548fd25c68b,Date of Birth Unknown,,Straight,32,26,32,,15325,,,,,Man,She/her/hers,,James,,Male,,,,,,,,sample,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e6f381fa-d9eb-4a5f-9959-bb2adb03a506,,b8c458e3-fec6-438b-857f-5b5e80217465,10066c02-fae2-4c40-ba58-0222e94fa2c2,bad3b4b9-292e-4b40-bf9e-9d257cab407e,b8c458e3-fec6-438b-857f-5b5e80217465,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,3d6cbb29-2cf3-4e39-ae5f-61dab0ce3020,Date of Birth Unknown,,Female,39,Tree,39,,,,,,,,,,Apple,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,577a67a5-1a29-46f8-951b-d7150862c0d5,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,3d9d5b5b-bae1-484c-bd7c-79e56df0cc1a,Date of Birth Unknown,,Female,20,,20,,,,,,,,,,Mady,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,9b534915-4508-4002-a8ce-32a5fdcbf6f8,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,3eaffe28-3d78-4235-8770-d0361ced4da3,Date of Birth Unknown,,Straight,38,Mwikali,38,,092887,,,,,Woman,She/her/hers,,Fiona,fionamwikali@gmail.com,Female,,,,,,,0785963147,Kilimani,,09812,2025-09-11 15:14:42.313387+00
Questionnaire/221,11b674cc-beab-4e0c-b1b0-ab88c1fbd431,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,3eec61c3-f79c-4f44-a479-3efb08548550,,,,,Grief,39,39,Grief,,10,39,1985-11-21,Man,He/him/his,,MISTER,,Male,,,,,,,,123 grief road,,1234,2025-09-11 15:14:42.313387+00
Questionnaire/221,ab400c03-edbd-4dc7-92c2-d7c9b167501f,,b8c458e3-fec6-438b-857f-5b5e80217465,10066c02-fae2-4c40-ba58-0222e94fa2c2,bad3b4b9-292e-4b40-bf9e-9d257cab407e,b8c458e3-fec6-438b-857f-5b5e80217465,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,3eef6254-c4e3-4b80-a985-33946c12392c,Date of Birth Unknown,A,Female,39,,39,,,,,,,,,,Karen,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,9bf8e37b-43c7-4823-901d-af8a5217416f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,3f1ac3fa-015e-4093-bbba-d17226dbf699,Date of Birth Unknown,,,32,Test 20,32,,4245,,,,,Woman,,,James,,Male,,,,,,,,address,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,f12b079c-7ce3-43cc-a94a-08de93dde368,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,3fc8ffd3-71a4-4c27-b835-b2b9d7555df0,Date of Birth Unknown,,Male,33,,33,,,,,,,,,,James 6,,,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,8ec9d34c-0cce-4cd8-a0f1-1e2533bc7221,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,3fe52fcf-a06b-4828-b5ee-43bc5366f8bf,Date of Birth Unknown,Fin,Female,55,Fin,55,,111111,,,,,,,,Fin ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,3fd5de7d-ad30-48af-9e51-ff59891c27e5,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,409dc9f9-f2e8-410c-8ee2-ee976f2bd7f2,Date of Birth Unknown,,Male,23,,23,,32424,,,,,,,,Test Closure,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,687ea968-375e-48fb-9974-39951b6d1e6c,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,40af91ba-9d79-4754-81cf-046748bae21f,Date of Birth Unknown,,Female,39,,39,,33429808,,,,,,,,Shyla ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,183fda35-49ab-41c2-8fe5-bf4368b2ed52,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,411cb0a8-7274-467a-92f2-43b926ea6500,,,Prefer not to answer,,Test,26,26,001,,1,26,1999-09-03,Transgender man,He/him/his,,IPC,,Male,,,,,,,,098,,098,2025-09-11 15:14:42.313387+00
Questionnaire/221,050a9151-2e75-4d04-9920-a5da645dae85,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,414f6ce3-49a0-4998-b386-2c6e9f50e329,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Murugi ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,00a378d0-4a01-49fd-8d08-7a926547bb7c,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,41b1db6f-171b-43f2-a952-8572edd28772,Date of Birth Unknown,,Male,33,Messi,33,,93736,,,,,,,,Lionel,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,29204465-6364-4c7a-9689-2ca0ab8416ab,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,422a6781-dd7d-48fd-b2a0-61ca4742494d,Date of Birth Unknown,,,45,15,45,,53563,,,,,Woman,,,test scheduling,,Male,,,,,,,,a,,34,2025-09-11 15:14:42.313387+00
Questionnaire/221,492c58d8-2549-4a67-9b1d-c0d7b2e5a0dd,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,424bc7d0-964f-4215-8517-4f43620eb608,Date of Birth Unknown,,,55,5,55,,72638,,,,,Man,,,Test scheduling ,,Male,,,,,,,,Address,,6264,2025-09-11 15:14:42.313387+00
Questionnaire/221,999aa104-eb57-4875-80a2-70d40a2f1b4f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,42b9722c-8985-4ac5-b5f8-964cd61b9187,Date of Birth Unknown,,Other,26,,26,,,,,,,,,,Francois ,,Prefer not to answer,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,caa6081c-0389-422a-bc4d-8824537aa76b,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,42d5e51d-a258-4843-8b62-96bd55dbedf8,Date of Birth Unknown,,Female,26,,26,,,,,,,,,,Rosie tester,,None of these describe me,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,56fba813-2468-418e-9b60-d8067290681c,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,4349ddf9-c909-4a2a-bdb1-05096cea62c4,Date of Birth Unknown,,Female,44,,44,,,,,,,,,,Foges,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e3a338ea-95ab-4bbb-bc78-3773c46e294f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,458787d4-2f97-40c0-ab4a-ae55f40f2980,Date of Birth Unknown,,Male,21,"A
Test",21,,Eto1,,,,,,,,Eto,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e6dbbfcb-3ad8-47dd-b0a2-a45fcf06ef82,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,460c8525-7668-42bd-a4eb-3691573ebd9e,Date of Birth Unknown,,Straight,35,Patient2,35,,082726,,,,,Man,He/him/his,,New,,Male,,,,,,,,Kiambu,,09817,2025-09-11 15:14:42.313387+00
Questionnaire/221,37a6408c-b507-4f30-98c1-1982863e7f3e,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,47dc7209-df99-4695-8815-28747863268f,Date of Birth Unknown,,Female,28,M,28,,,,,,,,,,Chigogo,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,9b4f31f2-b327-47c9-91c6-56082f924410,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,4924a8fe-04cb-411c-8ad2-8d92d4afcd95,Date of Birth Unknown,,Bisexual,38,Apk,38,,092829,,,,,Non-binary,They/them/theirs,,New,,Intersex,0292u2u,,,,,,,Kiambu,Shelter,0976,2025-09-11 15:14:42.313387+00
Questionnaire/221,9edac722-6042-4e22-a125-5e4900ee9ddc,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,49267e04-7fea-4857-af78-14b06a220e55,Date of Birth Unknown,,Female,36,,36,,,,,,,,,,Jnk,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e859bb44-f139-4569-92f4-2540389ce27b,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,4ca7acb0-f949-4461-9bea-d3d942a18173,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Amber,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,813f664b-0407-4862-8bc2-f3fee5a37fcd,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,4cd73202-d56d-459e-a826-5139ace3537c,Date of Birth Unknown,,Straight,40,Diamond,40,,01827,,,,,Woman,She/her/hers,,Diana,diana@gmail.com,Female,,,,,,,00461618,Kikuyu,,018717,2025-09-11 15:14:42.313387+00
Questionnaire/221,183284be-fb54-4617-b9db-9259fc8edc81,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,4d2c4125-36d9-45f2-b4bd-f5dc0f6b3f6e,Date of Birth Unknown,,Male,65,Bim,65,,87976,,,,,,,,Jimmy,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,40c53fb6-6301-4da8-888f-0242ddd567d6,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,4e6945ae-2591-403a-99a8-95ba246bf0dc,Date of Birth Unknown,,Bisexual,45,Jung,45,,0287337,,,,,Non-binary,He/him/his,,Carl,carljung@gmail.com,Male,,,,,,,6946468,Kilimani,Primary healthcare clinic,0987,2025-09-11 15:14:42.313387+00
Questionnaire/221,c0da4e16-0246-429d-bf41-3b653ee3f951,,be6524e7-02c8-4e55-a452-e14ccd7b333a,90122307-ff6a-4b41-93b7-471c4da23af5,8223aa6f-5261-4a61-aaa3-8aa4ed324b03,be6524e7-02c8-4e55-a452-e14ccd7b333a,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,4e705f39-73d9-4eda-9b78-364929b585c1,Date of Birth Unknown,,Female,33,,33,,,,,,,,,,Nester,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,167d924e-3ed9-4e49-8d4d-289a5b752f7d,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,4e8e0a4a-dc14-4de9-9427-5e6477351280,Date of Birth Unknown,Vvbbb,Female,55,Vvvbb,55,,Fffff,,,,,,,,Vvvbbb,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,82d8aa2b-4fae-4afb-825b-c270c35c1c14,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,4e8f3fac-08e3-45d0-8e4a-9446de498f3e,,E,Female,,Stefan,64,64,,,1,64,1960-10-01,,,,Gloria,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,c23035e8-07b4-4600-b9b8-7892a30c67a8,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,4f74ee96-7383-4d46-8e51-2b2a65614ce2,Date of Birth Unknown,,Male,28,,28,,,,,,,,,,Bay,,Intersex,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,374cfa8e-9a53-4c82-8160-1c7fb698024f,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,4f8daef3-89ae-48c9-866e-5797e1526a9a,Date of Birth Unknown,,Female,36,,36,,,,,,,,,,Alexis,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,0074298a-b2fc-4e7b-a748-afc5e7b33aa2,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,510989bb-581f-4622-81ad-08e868c5bc56,Date of Birth Unknown,hy,Male,36,,36,,,,,,,,,,Tata mukuru,,Prefer not to answer,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,6c280022-3485-4719-9d08-515c4fe0b51c,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,5124509b-7e02-43a6-bd30-0b1ef5bef565,Date of Birth Unknown,,,34,Latte 3,34,,52552,,,,,Man,,,Test,,Male,,,,,,,,addres,,zip,2025-09-11 15:14:42.313387+00
Questionnaire/221,886415eb-dc91-4179-b205-834eafc46e9a,,b8c458e3-fec6-438b-857f-5b5e80217465,Not defined,Not defined,b8c458e3-fec6-438b-857f-5b5e80217465,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,527e0e27-36b4-41ef-bac5-2e34240f4254,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Callie,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,61aa0888-5541-491d-9eba-8ab882ca3745,,26c0a862-2091-4eb2-9d8b-b7a405c2f071,27e21b5d-c528-40d2-a44a-bc9e4fdbb703,60a2706c-ff10-4966-8fc0-54b217490646,26c0a862-2091-4eb2-9d8b-b7a405c2f071,2acfebb8-cb90-45bb-965e-1897c2274d1f,2.2.0-engage,5298d694-2ea6-4e5f-be2d-1a0e80aa2f64,Date of Birth Unknown,,Prefer not to answer,22,Qwesha ,22,,ECD11,,,,,Woman,She/her/hers,,Mihle ,mihlemte@gmail.com ,Female,,,,,,,0784749396,1177 N.U.1 Mdantsane ,,5219,2025-09-11 15:14:42.313387+00
Questionnaire/221,c91055fe-6b3f-4853-91f3-077628ebfcce,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,52ab075f-4848-441b-9cf2-ce00fefde284,Date of Birth Unknown,Jim,Straight,34,Baker,34,,425553,,,,,Transgender man,She/her/hers,,James,,Male,,,,,,,,address sample,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,c2fa789e-e9a7-427b-96b8-5e69600ba8cf,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,52cd44d6-5af2-410b-a39e-2a2da5e4af84,Date of Birth Unknown,,Male,20,,20,,,,,,,,,,Dr Dre ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,9183ab66-fabd-43c2-a6a9-974cf26820f1,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,5327bfd4-a5b6-4c6b-bbf8-55b2c7ebdd4c,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Shoe,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,3875c75c-5cd3-4a7b-b472-276161e05feb,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,538cf23c-0184-4b62-b32b-1d8a1163780e,,,Female,,Less,,,334563,,1,34,1990-05-06,,,,Joy,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,82d8aa2b-4fae-4afb-825b-c270c35c1c14,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,54628331-a747-411a-83a8-12518464f99b,,E,Female,,Stefan,64,64,Hj3344,,1,64,1960-10-01,,,,Gloria,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,2807ccfe-40ee-4b3a-8e2e-641085e604de,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,551f02fb-de9e-4666-8bc3-65624e091720,Date of Birth Unknown,,Straight,33,Lisa,33,,09282,,,,,Woman,She/her/hers,,Mona,,Female,,,,,,,,Limuru,,09181,2025-09-11 15:14:42.313387+00
